circuit,attack_type,noise_rate,num_qubits,original_depth,modified_depth,original_gates,modified_gates,tvd,prediction,anomaly_probability,risk_score,risk_level,status
hhl_n10.qasm,multiple_gate_insertion,0.05,,,,,,,,,,,"FAILED: ""hhl_n10.qasm:186801,8: 'q' is not defined in this scope"""
hhl_n7.qasm,normal,0.005,7,551,551,697,697,0.87,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.005,7,551,552,697,698,0.88,1,0.9564,95.64,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.005,7,551,550,697,696,0.905,1,0.7184,71.84,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.005,7,551,551,697,697,0.93,1,0.6301,63.01,MEDIUM,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.005,7,551,552,697,699,0.96,1,0.9867,98.67,HIGH,SUCCESS
hhl_n7.qasm,normal,0.01,7,551,551,697,697,0.945,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.01,7,551,552,697,698,0.965,1,0.9637,96.37,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.01,7,551,550,697,696,0.92,1,0.7184,71.84,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.01,7,551,551,697,697,0.955,1,0.6301,63.01,MEDIUM,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.01,7,551,552,697,699,0.95,1,0.7788,77.88,HIGH,SUCCESS
hhl_n7.qasm,normal,0.02,7,551,551,697,697,0.96,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.02,7,551,552,697,698,0.965,1,0.9637,96.37,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.02,7,551,550,697,696,0.97,1,0.9088,90.88,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.02,7,551,551,697,697,0.96,1,0.7572,75.72,HIGH,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.02,7,551,552,697,699,0.96,1,0.9636,96.36,HIGH,SUCCESS
hhl_n7.qasm,normal,0.03,7,551,551,697,697,0.97,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.03,7,551,552,697,698,0.955,1,0.9562,95.62,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.03,7,551,550,697,696,0.985,1,0.9088,90.88,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.03,7,551,551,697,697,0.965,1,0.952,95.2,HIGH,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.03,7,551,552,697,699,0.96,1,0.9562,95.62,HIGH,SUCCESS
hhl_n7.qasm,normal,0.04,7,551,551,697,697,0.965,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.04,7,551,552,697,698,0.95,1,0.9562,95.62,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.04,7,551,550,697,696,0.98,1,0.9088,90.88,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.04,7,551,551,697,697,0.98,1,0.6301,63.01,MEDIUM,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.04,7,551,552,697,699,0.98,1,0.9939,99.39,HIGH,SUCCESS
hhl_n7.qasm,normal,0.05,7,551,551,697,697,0.99,0,0.3345,33.45,MEDIUM,SUCCESS
hhl_n7.qasm,gate_insertion,0.05,7,551,552,697,698,0.985,1,0.9227,92.27,HIGH,SUCCESS
hhl_n7.qasm,gate_deletion,0.05,7,551,550,697,696,0.975,1,0.7184,71.84,HIGH,SUCCESS
hhl_n7.qasm,gate_substitution,0.05,7,551,551,697,697,0.98,1,0.6301,63.01,MEDIUM,SUCCESS
hhl_n7.qasm,multiple_gate_insertion,0.05,7,551,552,697,699,0.985,1,0.9227,92.27,HIGH,SUCCESS
hs4_n4.qasm,normal,0.005,4,10,10,32,32,0.11,0,0.0515,5.15,LOW,SUCCESS
hs4_n4.qasm,gate_insertion,0.005,4,10,10,32,33,0.98,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.005,4,10,10,32,31,0.79,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.005,4,10,10,32,32,0.995,1,0.9904,99.04,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.005,4,10,11,32,34,0.995,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,normal,0.01,4,10,10,32,32,0.18,0,0.1213,12.13,LOW,SUCCESS
hs4_n4.qasm,gate_insertion,0.01,4,10,11,32,33,0.18,1,0.9718,97.18,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.01,4,10,10,32,31,0.93,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.01,4,10,10,32,32,0.615,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.01,4,10,10,32,34,1.0,1,0.9785,97.85,HIGH,SUCCESS
hs4_n4.qasm,normal,0.02,4,10,10,32,32,0.35,1,0.7373,73.73,HIGH,SUCCESS
hs4_n4.qasm,gate_insertion,0.02,4,10,10,32,33,0.33,1,0.9677,96.77,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.02,4,10,10,32,31,0.945,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.02,4,10,10,32,32,0.94,1,0.986,98.6,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.02,4,10,11,32,34,0.995,1,0.9785,97.85,HIGH,SUCCESS
hs4_n4.qasm,normal,0.03,4,10,10,32,32,0.435,1,0.8943,89.43,HIGH,SUCCESS
hs4_n4.qasm,gate_insertion,0.03,4,10,10,32,33,0.68,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.03,4,10,10,32,31,0.935,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.03,4,10,10,32,32,0.63,1,0.986,98.6,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.03,4,10,11,32,34,0.935,1,0.9961,99.61,HIGH,SUCCESS
hs4_n4.qasm,normal,0.04,4,10,10,32,32,0.525,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_insertion,0.04,4,10,10,32,33,0.605,1,0.9904,99.04,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.04,4,10,10,32,31,0.76,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.04,4,10,10,32,32,0.73,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.04,4,10,12,32,34,0.77,1,0.9904,99.04,HIGH,SUCCESS
hs4_n4.qasm,normal,0.05,4,10,10,32,32,0.58,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_insertion,0.05,4,10,11,32,33,0.915,1,0.9486,94.86,HIGH,SUCCESS
hs4_n4.qasm,gate_deletion,0.05,4,10,10,32,31,0.91,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,gate_substitution,0.05,4,10,10,32,32,0.74,1,0.9661,96.61,HIGH,SUCCESS
hs4_n4.qasm,multiple_gate_insertion,0.05,4,10,11,32,34,0.95,1,0.9785,97.85,HIGH,SUCCESS
inverseqft_n4.qasm,normal,0.005,4,12,12,19,19,0.035,0,0.0355,3.55,LOW,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.005,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.005,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.005,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.005,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,normal,0.01,4,12,12,19,19,0.03,0,0.0355,3.55,LOW,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.01,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.01,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.01,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.01,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,normal,0.02,4,12,12,19,19,0.055,0,0.0355,3.55,LOW,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.02,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.02,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.02,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.02,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,normal,0.03,4,12,12,19,19,0.135,0,0.2015,20.15,LOW,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.03,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.03,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.03,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.03,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,normal,0.04,4,12,12,19,19,0.22,1,0.6026,60.26,MEDIUM,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.04,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.04,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.04,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.04,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,normal,0.05,4,12,12,19,19,0.195,0,0.3427,34.27,MEDIUM,SUCCESS
inverseqft_n4.qasm,gate_insertion,0.05,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_deletion,0.05,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,gate_substitution,0.05,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
inverseqft_n4.qasm,multiple_gate_insertion,0.05,,,,,,,,,,,"FAILED: <Clbit register=(1, ""c0""), index=0>"
ipea_n2.qasm,normal,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,normal,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,normal,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,normal,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,normal,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,normal,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_deletion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,gate_substitution,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ipea_n2.qasm,multiple_gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
ising_n10.qasm,normal,0.005,10,71,71,490,490,0.73,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.005,10,71,72,490,491,0.81,1,0.8956,89.56,HIGH,SUCCESS
ising_n10.qasm,gate_deletion,0.005,10,71,71,490,489,0.77,1,0.6788,67.88,MEDIUM,SUCCESS
ising_n10.qasm,gate_substitution,0.005,10,71,71,490,490,0.75,1,0.9408,94.08,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.005,10,71,71,490,492,0.735,1,0.8956,89.56,HIGH,SUCCESS
ising_n10.qasm,normal,0.01,10,71,71,490,490,0.805,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.01,10,71,71,490,491,0.83,1,0.6174,61.74,MEDIUM,SUCCESS
ising_n10.qasm,gate_deletion,0.01,10,71,71,490,489,0.825,1,0.6265,62.65,MEDIUM,SUCCESS
ising_n10.qasm,gate_substitution,0.01,10,71,71,490,490,0.87,1,0.8534,85.34,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.01,10,71,72,490,492,0.8,1,0.9884,98.84,HIGH,SUCCESS
ising_n10.qasm,normal,0.02,10,71,71,490,490,0.86,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.02,10,71,71,490,491,0.82,1,0.9235,92.35,HIGH,SUCCESS
ising_n10.qasm,gate_deletion,0.02,10,71,71,490,489,0.91,1,0.6788,67.88,MEDIUM,SUCCESS
ising_n10.qasm,gate_substitution,0.02,10,71,71,490,490,0.86,1,0.9402,94.02,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.02,10,71,71,490,492,0.885,1,0.9013,90.13,HIGH,SUCCESS
ising_n10.qasm,normal,0.03,10,71,71,490,490,0.88,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.03,10,71,71,490,491,0.915,1,0.8957,89.57,HIGH,SUCCESS
ising_n10.qasm,gate_deletion,0.03,10,71,71,490,489,0.88,1,0.8772,87.72,HIGH,SUCCESS
ising_n10.qasm,gate_substitution,0.03,10,71,71,490,490,0.88,1,0.8606,86.06,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.03,10,71,73,490,492,0.88,1,0.9778,97.78,HIGH,SUCCESS
ising_n10.qasm,normal,0.04,10,71,71,490,490,0.845,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.04,10,71,72,490,491,0.885,1,0.9235,92.35,HIGH,SUCCESS
ising_n10.qasm,gate_deletion,0.04,10,71,71,490,489,0.875,1,0.6788,67.88,MEDIUM,SUCCESS
ising_n10.qasm,gate_substitution,0.04,10,71,71,490,490,0.9,1,0.7529,75.29,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.04,10,71,72,490,492,0.89,1,0.8957,89.57,HIGH,SUCCESS
ising_n10.qasm,normal,0.05,10,71,71,490,490,0.895,0,0.4023,40.23,MEDIUM,SUCCESS
ising_n10.qasm,gate_insertion,0.05,10,71,71,490,491,0.905,1,0.8938,89.38,HIGH,SUCCESS
ising_n10.qasm,gate_deletion,0.05,10,71,71,490,489,0.9,1,0.8772,87.72,HIGH,SUCCESS
ising_n10.qasm,gate_substitution,0.05,10,71,71,490,490,0.93,1,0.9408,94.08,HIGH,SUCCESS
ising_n10.qasm,multiple_gate_insertion,0.05,10,71,72,490,492,0.86,1,0.9013,90.13,HIGH,SUCCESS
iswap_n2.qasm,normal,0.005,2,8,8,11,11,0.03,0,0.0515,5.15,LOW,SUCCESS
iswap_n2.qasm,gate_insertion,0.005,2,8,8,11,12,0.98,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.005,2,8,7,11,10,0.03,0,0.0515,5.15,LOW,SUCCESS
iswap_n2.qasm,gate_substitution,0.005,2,8,8,11,11,0.995,1,0.9955,99.55,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.005,2,8,9,11,13,0.025,1,0.945,94.5,HIGH,SUCCESS
iswap_n2.qasm,normal,0.01,2,8,8,11,11,0.04,0,0.0515,5.15,LOW,SUCCESS
iswap_n2.qasm,gate_insertion,0.01,2,8,8,11,12,0.54,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.01,2,8,7,11,10,0.03,0,0.0515,5.15,LOW,SUCCESS
iswap_n2.qasm,gate_substitution,0.01,2,8,8,11,11,0.555,1,0.9876,98.76,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.01,2,8,9,11,13,0.96,1,0.9983,99.83,HIGH,SUCCESS
iswap_n2.qasm,normal,0.02,2,8,8,11,11,0.135,0,0.2712,27.12,LOW,SUCCESS
iswap_n2.qasm,gate_insertion,0.02,2,8,9,11,12,0.97,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.02,2,8,7,11,10,0.535,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_substitution,0.02,2,8,8,11,11,0.575,1,0.9957,99.57,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.02,2,8,9,11,13,0.56,1,0.9957,99.57,HIGH,SUCCESS
iswap_n2.qasm,normal,0.03,2,8,8,11,11,0.19,0,0.4522,45.22,MEDIUM,SUCCESS
iswap_n2.qasm,gate_insertion,0.03,2,8,9,11,12,0.21,1,0.9935,99.35,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.03,2,8,8,11,10,0.17,0,0.4414,44.14,MEDIUM,SUCCESS
iswap_n2.qasm,gate_substitution,0.03,2,8,8,11,11,0.535,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.03,2,8,10,11,13,0.185,1,0.9903,99.03,HIGH,SUCCESS
iswap_n2.qasm,normal,0.04,2,8,8,11,11,0.185,0,0.4522,45.22,MEDIUM,SUCCESS
iswap_n2.qasm,gate_insertion,0.04,2,8,9,11,12,0.905,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.04,2,8,8,11,10,0.94,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_substitution,0.04,2,8,8,11,11,0.61,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.04,2,8,9,11,13,0.95,1,0.9952,99.52,HIGH,SUCCESS
iswap_n2.qasm,normal,0.05,2,8,8,11,11,0.245,1,0.706,70.6,HIGH,SUCCESS
iswap_n2.qasm,gate_insertion,0.05,2,8,8,11,12,0.89,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_deletion,0.05,2,8,7,11,10,0.795,1,0.9882,98.82,HIGH,SUCCESS
iswap_n2.qasm,gate_substitution,0.05,2,8,8,11,11,0.585,1,0.9957,99.57,HIGH,SUCCESS
iswap_n2.qasm,multiple_gate_insertion,0.05,2,8,9,11,13,0.32,1,0.9872,98.72,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.005,3,12,12,22,22,0.105,0,0.0831,8.31,LOW,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.005,3,12,12,22,23,0.955,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.005,3,12,12,22,21,0.74,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.005,3,12,12,22,22,0.83,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.005,3,12,13,22,24,0.955,1,0.9973,99.73,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.01,3,12,12,22,22,0.135,0,0.1196,11.96,LOW,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.01,3,12,13,22,23,0.505,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.01,3,12,12,22,21,0.875,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.01,3,12,12,22,22,0.555,1,0.9934,99.34,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.01,3,12,13,22,24,0.125,1,0.9741,97.41,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.02,3,12,12,22,22,0.19,0,0.2136,21.36,LOW,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.02,3,12,12,22,23,0.88,1,0.9923,99.23,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.02,3,12,11,22,21,0.87,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.02,3,12,12,22,22,0.78,1,0.9923,99.23,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.02,3,12,12,22,24,0.88,1,0.9934,99.34,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.03,3,12,12,22,22,0.34,1,0.82,82.0,HIGH,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.03,3,12,13,22,23,0.73,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.03,3,12,12,22,21,0.63,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.03,3,12,12,22,22,0.56,1,0.9934,99.34,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.03,3,12,13,22,24,0.755,1,0.9934,99.34,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.04,3,12,12,22,22,0.335,1,0.82,82.0,HIGH,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.04,3,12,13,22,23,0.515,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.04,3,12,11,22,21,0.735,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.04,3,12,12,22,22,0.43,1,0.9583,95.83,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.04,3,12,13,22,24,0.69,1,0.9973,99.73,HIGH,SUCCESS
linearsolver_n3.qasm,normal,0.05,3,12,12,22,22,0.32,1,0.82,82.0,HIGH,SUCCESS
linearsolver_n3.qasm,gate_insertion,0.05,3,12,12,22,23,0.44,1,0.9875,98.75,HIGH,SUCCESS
linearsolver_n3.qasm,gate_deletion,0.05,3,12,11,22,21,0.765,1,0.9813,98.13,HIGH,SUCCESS
linearsolver_n3.qasm,gate_substitution,0.05,3,12,12,22,22,0.715,1,0.9923,99.23,HIGH,SUCCESS
linearsolver_n3.qasm,multiple_gate_insertion,0.05,3,12,13,22,24,0.775,1,0.9923,99.23,HIGH,SUCCESS
lpn_n5.qasm,normal,0.005,5,5,5,16,16,0.045,0,0.0412,4.12,LOW,SUCCESS
lpn_n5.qasm,gate_insertion,0.005,5,5,5,16,17,1.0,1,0.9944,99.44,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.005,5,5,5,16,15,0.485,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.005,5,5,5,16,16,0.505,1,0.9956,99.56,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.005,5,5,5,16,18,0.065,0,0.0412,4.12,LOW,SUCCESS
lpn_n5.qasm,normal,0.01,5,5,5,16,16,0.055,0,0.0412,4.12,LOW,SUCCESS
lpn_n5.qasm,gate_insertion,0.01,5,5,5,16,17,0.535,1,0.9864,98.64,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.01,5,5,5,16,15,0.525,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.01,5,5,5,16,16,0.54,1,0.9956,99.56,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.01,5,5,5,16,18,0.995,1,0.9953,99.53,HIGH,SUCCESS
lpn_n5.qasm,normal,0.02,5,5,5,16,16,0.145,0,0.2278,22.78,LOW,SUCCESS
lpn_n5.qasm,gate_insertion,0.02,5,5,6,16,17,0.155,1,0.989,98.9,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.02,5,5,5,16,15,0.555,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.02,5,5,5,16,16,0.505,1,0.9951,99.51,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.02,5,5,6,16,18,0.99,1,0.9944,99.44,HIGH,SUCCESS
lpn_n5.qasm,normal,0.03,5,5,5,16,16,0.155,0,0.2278,22.78,LOW,SUCCESS
lpn_n5.qasm,gate_insertion,0.03,5,5,6,16,17,0.96,1,0.9866,98.66,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.03,5,5,5,16,15,0.63,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.03,5,5,5,16,16,0.58,1,0.9879,98.79,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.03,5,5,6,16,18,0.6,1,0.9952,99.52,HIGH,SUCCESS
lpn_n5.qasm,normal,0.04,5,5,5,16,16,0.26,1,0.6556,65.56,MEDIUM,SUCCESS
lpn_n5.qasm,gate_insertion,0.04,5,5,5,16,17,0.93,1,0.9866,98.66,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.04,5,5,5,16,15,0.625,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.04,5,5,5,16,16,0.565,1,0.9956,99.56,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.04,5,5,7,16,18,0.305,1,0.9788,97.88,HIGH,SUCCESS
lpn_n5.qasm,normal,0.05,5,5,5,16,16,0.305,1,0.8802,88.02,HIGH,SUCCESS
